actual_values,predicted_values,errors
-0.8480672736746627,-0.8707649,0.022697637500111445
0.35976905054542296,0.30535904,0.054410014815061025
-0.8482873638258636,-0.8759611,0.027673761071139613
0.34838655984444694,0.29987875,0.04850781357331352
-0.8497253351567651,-0.8730556,0.023330242121372136
0.34094987319503806,0.29325306,0.04769680903945944
-0.8498232207811468,-0.8725437,0.022720471807659348
0.33663601655413655,0.2867856,0.049850413984556474
-0.8497596558660719,-0.87293947,0.023179811564042807
0.33154668011485516,0.282851,0.048695669553865784
-0.8495785875340967,-0.87225837,0.022679777620169705
0.33291967532873945,0.2788322,0.054087478139408396
-0.8501120826959685,-0.87341726,0.02330517556666578
0.32428217400587833,0.28040797,0.043874208822620275
-0.8506101448711404,-0.87049574,0.01988559172782811
0.3201467266588095,0.27434137,0.04580535202311309
-0.8509054075947718,-0.87168324,0.020777832342056768
0.31841813636239213,0.26863497,0.04978316140587968
-0.8509398186766168,-0.8734719,0.022532097045276478
0.3071657821163938,0.26577398,0.04139180030677769
-0.8520483317057868,-0.8711119,0.01906359771086974
0.29606903547767216,0.25633445,0.03973458165648991
-0.8519016257935207,-0.8716717,0.019770050842221498
0.28809901181833336,0.24335687,0.04474214319364617
-0.8525865974949143,-0.87367237,0.02108576864735867
0.27664388940359624,0.23355134,0.04309255108858617
-0.8527279297170256,-0.87362295,0.02089502417472855
0.2643613438362275,0.22208092,0.04228042766992196
-0.852664606374697,-0.8733715,0.02070687552074979
0.25630111448031867,0.20944305,0.046858066837610846
-0.8534735379156705,-0.8745319,0.02105838680890837
0.2508503991160608,0.20078789,0.050062512138865034
-0.8532243113105741,-0.8755406,0.022316302817538713
0.2476475963629987,0.19524406,0.052403537396362054
-0.8535146504688083,-0.87546706,0.021952411527651705
0.23962685285454036,0.19316293,0.04646391986255885
-0.8535934240392986,-0.8732696,0.019676193518227025
0.2316741807225319,0.18712993,0.04454425106078111
-0.8538336707423803,-0.8727086,0.0188749478985194
0.2301176597388073,0.17908561,0.05103204744174919
-0.8542561380272988,-0.8749933,0.020737186252486328
0.22659029444247608,0.17607617,0.05051412066012745
-0.8540263050213089,-0.8749699,0.020943594633079488
0.2223189267979861,0.17317559,0.04914333854782588
-0.853660311883085,-0.8741401,0.02047977190674044
0.21826723393860803,0.16948691,0.04878032383385644
-0.8541780578922457,-0.8736555,0.019477440135555857
0.21721957986216797,0.16586766,0.05135192339282288
-0.8545405994946845,-0.87467736,0.020136760563146283
0.21851060023219024,0.16437554,0.05413505663782989
-0.8540946683705745,-0.87562567,0.021531001585632814
0.22025220417410535,0.16543552,0.05481668137938184
-0.8534627071145564,-0.87522787,0.02176516144241991
0.22819464335409848,0.16792037,0.0602742774244949
-0.852043536747463,-0.87595934,0.023915800010196886
0.2448801389815458,0.17569743,0.06918270801326118
-0.8484370937422918,-0.8769386,0.02850148772438299
0.2863230385049754,0.19216336,0.09415967540587722
-0.8422627863200361,-0.88041127,0.038148480960542464
0.36211862531033645,0.23302257,0.12909605470029006
-0.8316540009874115,-0.8832034,0.05154938627302552
0.4969110734550067,0.31199515,0.18491592479625424
-0.8180003302225254,-0.8860981,0.06809775661142847
0.6460032934469392,0.45737305,0.1886302406114747
-0.8109139171034976,-0.86858386,0.05766994090965549
0.7309494751365393,0.64099526,0.08995421108319457
-0.808879923241905,-0.8277071,0.018827188593574684
0.7695509508318833,0.76511866,0.004432292289250239
-0.8109713453756434,-0.8042099,-0.0067614573942286205
0.7833806742528757,0.80820334,-0.024822665323845472
-0.8161996608751766,-0.80897135,-0.007228315450524492
0.7565363042844606,0.79763657,-0.04110026426183455
-0.8212724591399713,-0.82166517,0.0003927086685614478
0.7144204769382831,0.7394387,-0.025018235658610166
-0.825907541491963,-0.84108126,0.015173720142863667
0.6700967789670568,0.6652466,0.004850173093948862
-0.8295899547810076,-0.85890996,0.029320009780454792
0.6326143655567815,0.5988804,0.03373395536238455
-0.8330268814976897,-0.8700421,0.037015204149893344
0.5924191075850482,0.5527946,0.03962453189382509
-0.8368646278005296,-0.8707669,0.03390225032752214
0.5533682718229436,0.5157741,0.03759420060636032
-0.8395392204472699,-0.86906075,0.02952153432873106
0.51862662113669,0.4812268,0.037399819264436585
-0.8422503792133043,-0.8685036,0.02625319134333637
0.47857273362160346,0.44996738,0.028605349283224557
-0.8429993346717286,-0.8666105,0.023611192366845613
0.45688510410248373,0.41258273,0.044302378815999965
-0.846072046156082,-0.87124467,0.025172622804489286
0.418185303085601,0.39051408,0.02767122732952798
-0.8474854535359332,-0.86764616,0.020160704205613444
0.3941722352209953,0.35657784,0.037594391793337234
-0.8483927712261153,-0.8714343,0.023041500109486468
0.3696553056973735,0.33035925,0.03929605539029035
-0.8491929053480838,-0.8723789,0.023185980397918415
0.3507534861366908,0.307131,0.043622493724123634
-0.849882108917371,-0.8734132,0.023531096229418513
0.33327771742153706,0.28936487,0.0439128430585915
