actual_values,predicted_values,errors
-0.8411757382532666,-0.85668325,0.015507515988676723
0.5247052770034171,0.5559362,-0.031230940304627364
-0.8432682676061908,-0.854797,0.011528738047190568
0.501508276627604,0.5173672,-0.015858907534535893
-0.8429858305281568,-0.8615739,0.018588044422252148
0.4908742115746399,0.474857,0.016017209077920536
-0.8447180901544921,-0.8717043,0.026986190221942263
0.47073951089220095,0.4454452,0.025294301150608545
-0.844965849399208,-0.8758793,0.030913438320518516
0.45789106889356085,0.41863158,0.03925948544133612
-0.8444414393985532,-0.8785812,0.03413978647348659
0.45339007218941324,0.40016207,0.053228001199804476
-0.8447279986797152,-0.88060933,0.03588133483545208
0.45294147383500155,0.39278078,0.06016069304276522
-0.8427193228780664,-0.8811372,0.038417869371231705
0.47359162634514984,0.39216954,0.08142209118508514
-0.8418855852408403,-0.8842937,0.04240809018182812
0.4770357992372451,0.40995276,0.06708303949450828
-0.84489383515215,-0.8796213,0.034727491771220365
0.45010475649490433,0.42596632,0.024138434072876747
-0.8455972261601167,-0.8684648,0.022867601377419944
0.4291190534421969,0.41598126,0.013137790519909931
-0.8430746323271558,-0.8646439,0.021569239457054357
0.4374880560946817,0.39409396,0.043394095571076374
-0.844688988122195,-0.8720573,0.027368330565244015
0.4188468440412468,0.38939878,0.029448060595888503
-0.8470062637589872,-0.8711386,0.02413230893388385
0.3913042395834809,0.37552866,0.015775576186645546
-0.8468826979132779,-0.868352,0.021469298031698947
0.3812377233067075,0.3502953,0.030942418054632326
-0.8467023836058297,-0.87196416,0.025261773021825307
0.37905824875016203,0.33213294,0.046925313226175214
-0.8472603967798432,-0.8767739,0.029513497053317184
0.3710994774875669,0.32405126,0.047048216539385734
-0.8475471746019296,-0.87738436,0.02983719000302032
0.3683202464354492,0.31754696,0.05077328274373777
-0.8476115379116645,-0.87792474,0.030313202402819095
0.3720125855796704,0.3151675,0.05684509891203732
-0.8460876600643673,-0.87923634,0.033148680458398805
0.3834142465582898,0.31794214,0.06547210407171755
-0.8468361106020511,-0.88078344,0.033947328080505046
0.3793261759137809,0.32970577,0.04962040112969279
-0.8470810248048222,-0.8769975,0.02991644605089072
0.372628766728951,0.33395913,0.03866963429601339
-0.8479452759680235,-0.8736278,0.025682505899957464
0.368337184359586,0.33209747,0.03623971359924055
-0.848098649592869,-0.8733742,0.025275574116237487
0.36553819239597535,0.32742718,0.03811101377468323
-0.8482320938893622,-0.87459826,0.026366170804851707
0.36302291066165654,0.32262397,0.04039894253726689
-0.8484171599581981,-0.8759251,0.02750796373336073
0.36103745232704193,0.31849736,0.0425400925743869
-0.8481426304527016,-0.8769771,0.028834455614498156
0.3601174150841552,0.31525254,0.04486487258842764
-0.84835703313446,-0.87765616,0.02929912865066575
0.3639473107031846,0.3138036,0.05014369751730202
-0.8485757845801215,-0.879171,0.03059522925197078
0.3650353156937615,0.31631905,0.048716267289067916
-0.8482197493345669,-0.87904304,0.030823293325192624
0.36596253872264567,0.3186127,0.04734984398235026
-0.8483016961663994,-0.8783781,0.030076397076245875
0.3721752923054696,0.32093325,0.05124203973245628
-0.848331377632891,-0.87931615,0.030984773509229346
0.3749450278546621,0.32633948,0.04860554459355371
-0.8481414695793498,-0.8788697,0.030728242773402914
0.37429330272821554,0.33068076,0.04361254496721395
-0.8485469953219917,-0.8774422,0.028895185788390343
0.37458471201393323,0.33239806,0.042186655029985476
-0.8487505351163244,-0.8771542,0.028403636350503025
0.37240793212713674,0.33287087,0.0395370612985082
-0.8495227244113213,-0.87675285,0.027230128982233426
0.36764041975304834,0.3313173,0.03632311418816797
-0.8494335857786035,-0.87638307,0.026949480398764658
0.3619246402625118,0.32651076,0.035413883054641326
-0.8504223471249038,-0.8762199,0.025797581139714088
0.35730494977179933,0.32047564,0.036829311859049085
-0.8502879043570304,-0.8771032,0.026815305138514045
0.35706217285917147,0.3139326,0.043129575221994954
-0.849062978464793,-0.8788801,0.029817105096150653
0.3696832360580354,0.31028205,0.05940118449477244
-0.8485286358793638,-0.8827648,0.03423618040481591
0.36542937906515693,0.31787995,0.04754943402540779
-0.8484453336928064,-0.87969375,0.03124841287396607
0.37208110718186027,0.32001066,0.05207044510300285
-0.8481293896796192,-0.87985563,0.03172624310236327
0.3750806595653638,0.32597864,0.04910202282372561
-0.8477744270890614,-0.8789788,0.031204361763630284
0.3792903753014008,0.3308297,0.04846066553310552
-0.8475029651763595,-0.878524,0.03102104023669594
0.37752613652142175,0.3357694,0.04175675142201074
-0.8484498568884565,-0.8767068,0.028256922114686778
0.37402101276595534,0.33705446,0.03696655152518691
-0.8483988305900093,-0.87574595,0.027347121539354702
0.3727536197606566,0.33420584,0.03854778370299361
-0.8489300213742141,-0.8762999,0.027369896323692355
0.3719471436000508,0.3313986,0.04054853729969682
-0.8475384690542732,-0.877394,0.02985555150313035
0.3937331635682233,0.32814315,0.06559001395388919
-0.8439782950403995,-0.8835505,0.039572229671209436
0.42494783298828903,0.33996734,0.08498049275734726
-0.8280003590314439,-0.88772947,0.05972910693001243
0.5631888822303235,0.36126995,0.20191893136362427
-0.8023172330875996,-0.9095699,0.10725268602174487
0.7755492609542564,0.46122247,0.3143267911475852
-0.7729355405856648,-0.9242428,0.15130725392803757
0.9928547436205,0.65879875,0.3340559894052595
-0.7753463076290029,-0.9075369,0.13219061625634254
1.0474550402988116,0.9325043,0.11495074399601624
-0.7916523958684835,-0.8448399,0.05318747506123456
0.9915869656623799,1.1160269,-0.12443991269455368
-0.8043504335919048,-0.78555655,-0.01879387879759331
0.9087449902028369,1.1392819,-0.2305368787317944
-0.8132039514990129,-0.7675348,-0.04566915907576463
0.8281330464370358,1.0426313,-0.21449822206424596
-0.821436255800687,-0.7873191,-0.03411713205572242
0.7588373041235275,0.8946321,-0.1357947969354325
-0.8272940828822801,-0.82380533,-0.0034887506984422334
0.7026208471838269,0.7488661,-0.04624523405396608
-0.8330783799650813,-0.857443,0.024364595079169216
0.6486622668586083,0.63515586,0.0135064102492638
-0.8358986967110215,-0.8772357,0.041337013909858666
0.6069551950238136,0.5516777,0.05527749116639169
-0.8388552927705866,-0.88588667,0.04703137638834898
0.5686052967435024,0.49923468,0.06937062038241837
-0.8405533116454531,-0.8854256,0.044872315586144795
0.5375018786887898,0.4650859,0.07241598481938982
